OBJECTID,LANDUSECODE,LANDUSEDESC,LASTUPDATE,LASTEDITOR,DENSITY,FAR,HISTORY,ACRES,CREATED_USER,CREATED_DATE,LAST_EDITED_USER,LAST_EDITED_DATE,GLOBALID,UNITCOUNT,SHAPE_Length,SHAPE_Area
2808,MDR,Medium-Density Residential,,,0-16, , ,370.08167688,GIS,2018/03/20 00:34:05,GIS,2020/07/23 18:48:46,{557CBEDA-C0BE-46D8-9085-96D58C896C36},6006.6,26544.2050139692,16120693.3619049
2809,MU,Mixed-Use,,, , ,LDC,72.04150322,GIS,2018/03/20 00:34:05,GIS,2020/07/23 18:48:51,{0F6F12BC-2F77-4F67-A119-585EF29E9C2C},0,14444.9690165661,3138115.32789222
2810,OS,Open Space,,, , , ,153.98459141,GIS,2018/03/20 00:34:05,GIS,2020/07/23 18:48:46,{1FA2BA88-57AC-49C5-A4A9-61E22A4A3378},0,25116.1292638646,6707541.97144681
2811,HDC,High-Density Commercial,,, , , ,3.57478459,GIS,2018/03/20 00:34:05,GIS,2020/07/23 18:48:46,{36621DAA-B786-4EAD-B4EE-392740E71B0D},0,1694.89110630846,155716.993915396
2812,OS,Open Space,,, , , ,0.2527729,GIS,2018/03/20 00:34:05,GIS,2020/07/23 18:48:46,{687E14A9-815C-407C-9581-CCF37C050C1C},0,2900.82155388662,11010.7435987513
2813,HDC,High-Density Commercial,,, , , ,4.46768982,GIS,2018/03/20 00:34:05,GIS,2020/07/23 18:48:49,{6EEB8ECD-6DBD-4320-89D6-B0E4D935D838},0,2392.0820788993,194611.789993645
2814,SFR,Single-Family Residential,,, , , ,84.29081665,GIS,2018/03/20 00:34:05,GIS,2020/07/23 18:48:49,{AB395F2D-67A3-4B4D-9631-C3409B0BDE06},213.4,10453.9964742049,3671693.28646632
2815,OS,Open Space,,, , , ,0.05226171,GIS,2018/03/20 00:34:05,GIS,2020/07/23 18:48:51,{C943D479-0645-466B-B140-DF1F53286F46},0,254.585697659189,2276.51108952619
2816,LDR,Low-Density Residential,,,0-8, , ,20.80028957,GIS,2018/03/20 00:34:05,GIS,2020/07/23 18:48:44,{459D3B72-231C-4959-9950-80A7549B5DF1},190.2,4442.09378269041,906056.989486132
2817,SFR,Single-Family Residential,,, , , ,42.74233231,GIS,2018/03/20 00:34:05,GIS,2020/07/23 18:48:44,{DAA60465-E49D-4B8E-A261-13350B7EF253},24615.8,9253.7325551787,1861848.54802914
2818,HDR,High-Density Residential,,,9-16, , ,10.8498115,GIS,2018/03/20 00:34:05,GIS,2020/07/23 18:48:44,{39835B5C-97D5-4317-8340-B0D274B37BF7},3461.9,3083.30649356701,472615.898309726
2819,LDC,Low-Density Commercial,,, , , ,9.23517088,GIS,2018/03/20 00:34:05,GIS,2020/07/23 18:48:46,{4400941B-0FE8-44EE-8CB9-F5C0E4603AA9},0,3430.23832878243,402282.434550176
2820,I,Industrial,,, , , ,6.05717983,GIS,2018/03/20 00:34:05,GIS,2020/07/23 18:48:49,{82A31EF0-4840-4666-91CD-D9440F441408},0,2423.12356535758,263849.698029931
2821,I,Industrial,,, , , ,28.33080897,GIS,2018/03/20 00:34:05,GIS,2020/07/23 18:48:44,{FB1A1EB1-EA1C-4F7B-8E7B-91A3A44088CA},0,4682.64863888408,1234085.1024631
2822,HDR,High-Density Residential,,, , , ,1.95546072,GIS,2018/03/20 00:34:05,GIS,2020/07/23 18:48:44,{D5F01A4B-B6C0-4655-9A02-177C59AE939A},0,1721.20739849534,85179.5282161651
2823,HDR,High-Density Residential,,, , , ,4.71210266,GIS,2018/03/20 00:34:05,GIS,2020/07/23 18:48:49,{F2A29265-98AE-4807-B19E-9DCF5816EB18},5783.4,1819.03648356432,205258.370942842
2824,MDR,Medium-Density Residential,,, , , ,2.50408362,GIS,2018/03/20 00:34:05,GIS,2020/07/23 18:48:44,{1F4A2DAE-6B63-4746-B076-74D1266818AE},5783.4,1457.12960340923,109077.446290164
2825,LDC,Low-Density Commercial,,, , , ,3.1719696,GIS,2018/03/20 00:34:05,GIS,2020/07/23 18:48:46,{40929203-E40E-4357-9743-BDB7AE8D3106},0,2049.69995790464,138170.443248284
2826,LDMU,Low-Density Mixed-Use,,, , , ,3.6809817,GIS,2018/03/20 00:34:05,GIS,2020/07/23 18:48:49,{42AA6550-0018-4058-9C51-756FBA729E3B},0,2391.82035704089,160342.92152694
2827,LDR,Low-Density Residential,,, , , ,7.00312568,GIS,2018/03/20 00:34:05,GIS,2020/07/23 18:48:44,{7AB5D4F0-17BC-40C6-9E35-60AEC99ABF3C},0,2682.93568538316,305054.934504326
2828,HDR,High-Density Residential,2018/02/12 16:21:30,GIS, , ,I,3.56799193,GIS,2018/03/20 00:34:05,GIS,2020/07/23 18:48:49,{BB4B790B-F46C-43C2-B4CB-B225F82FDBFF},0,1812.00054204396,155421.106938143
2829,MDR,Medium-Density Residential,,,0-16, , ,0.57515806,GIS,2018/03/20 00:34:05,GIS,2020/07/23 18:48:44,{ED4A6709-54ED-49F0-9AB1-C9E269973338},826.2,654.082093301173,25053.7850797425
2830,HDR,High-Density Residential,,,0-16, , ,21.30011169,GIS,2018/03/20 00:34:05,GIS,2020/07/23 18:48:49,{758DF479-2ECB-4DCD-B37A-478DD17D009F},826.2,4551.47640316189,927829.154077436
2831,MDR,Medium-Density Residential,,,0-16, , ,3.47790408,GIS,2018/03/20 00:34:05,GIS,2020/07/23 18:48:44,{EF8912DF-73EB-43C5-9BEC-A365EE105734},826.2,1787.05021873327,151496.895758075
2832,MU,Mixed-Use,,, , , ,11.52378643,GIS,2018/03/20 00:34:05,GIS,2020/07/23 18:48:46,{DC88D955-31FD-482D-B5C7-8E601FADBA96},0,3023.4000922789,501974.128798349
2833,MDR,Medium-Density Residential,,, , , ,9.10560685,GIS,2018/03/20 00:34:05,GIS,2020/07/23 18:48:44,{BB2F68BF-4DAF-4DD1-9B44-A68F3951AA0C},5783.4,4232.01240929478,396638.647717849
2834,LDC,Low-Density Commercial,,, , , ,24.67259155,GIS,2018/03/20 00:34:05,GIS,2020/07/23 18:48:44,{D01D3254-FC5B-4187-A993-23890A8506D0},0,7453.16107095317,1074733.78896308
2835,OS,Open Space,,,,,,3.12496116,GIS,2018/03/20 00:34:05,GIS,2020/07/23 18:48:49,{4D67DBAA-C6AB-4460-B42C-5E62ED184A8F},,2609.73588909184,136122.763715555
2836,OS,Open Space,,, , , ,5.86560859,GIS,2018/03/20 00:34:05,GIS,2020/07/23 18:48:49,{E4EAF3A3-1BAC-4213-B093-9966D0BAA8B9},0,2044.1054093583,255504.888373744
2837,MDR,Medium-Density Residential,,, , , ,5.41932172,GIS,2018/03/20 00:34:05,GIS,2020/07/23 18:48:44,{7281EA12-BC75-4C12-AADD-7BD6E30F438E},0,2464.57796654211,236064.709773438
2838,MDR,Medium-Density Residential,,, , , ,2.46974321,GIS,2018/03/20 00:34:05,GIS,2020/07/23 18:48:51,{CA296E8C-C27F-413B-B29C-2412D94797F3},0,1418.1328756799,107581.584045828
2839,MDR,Medium-Density Residential,,, , , ,1.72583579,GIS,2018/03/20 00:34:05,GIS,2020/07/23 18:48:44,{4DB908E8-887E-458E-9FF3-EE959FB5B294},0,1102.55310167959,75177.1061015725
2840,MDR,Medium-Density Residential,,, , , ,1.00432565,GIS,2018/03/20 00:34:05,GIS,2020/07/23 18:48:44,{4DE9ECE6-B955-4F31-90F0-056101201A85},0,882.653977606062,43748.2504592772
2841,OIR,Office/Institutional/Residential,,, , , ,2.49867117,GIS,2018/03/20 00:34:05,GIS,2020/07/23 18:48:49,{E7DCCD47-8476-4E03-9123-A06339577E61},0,1611.7786074328,108841.680606407
2842,MU,Mixed-Use,,,0-8, , ,1.90361733,GIS,2018/03/20 00:34:05,GIS,2020/07/23 18:48:44,{868EDF8C-DFEC-42EB-8943-64653FB47A4B},7467.8,1301.35843628608,82921.2392472173
2843,LDC,Low-Density Commercial,,, , , ,0.42193179,GIS,2018/03/20 00:34:05,GIS,2020/07/23 18:48:44,{FF2F33C0-40BA-4B1F-8844-F69BB7B18BC0},0,590.874836321976,18379.2750409346
2844,MDR,Medium-Density Residential,,,0-16, , ,55.95457281,GIS,2018/03/20 00:34:05,GIS,2020/07/23 18:48:44,{52D2A049-4DF7-425C-9785-63E30D2CA601},1260.5,7685.32308654403,2437371.44216778
2845,SFR,Single-Family Residential,,, , , ,2202.96225857,GIS,2018/03/20 00:34:05,GIS,2020/07/23 18:48:44,{C9023326-BFF8-4B0F-9190-88FD24A88805},4584.6,74112.3469060635,95960652.1393676
2846,LDC,Low-Density Commercial,,, , , ,21.6968708,GIS,2018/03/20 00:34:05,GIS,2020/07/23 18:48:49,{6A04C666-E89D-4EC1-A5CE-5A8801230C6F},0,8959.98450707658,945111.911694721
2847,OS,Open Space,,, , , ,0.08993989,GIS,2018/03/20 00:34:05,GIS,2020/07/23 18:48:44,{9F656622-F562-49B5-BD50-303D92C30085},0,987.496118356732,3917.76608364973
2848,LDR,Low-Density Residential,,,9-16, , ,0.02985687,GIS,2018/03/20 00:34:05,GIS,2020/07/23 18:48:47,{5B433EBC-03F6-4F2A-B0C9-48A8CD4B493F},474.4,1761.17076359738,1300.56001080828
2849,LDC,Low-Density Commercial,,, , , ,0.03762269,GIS,2018/03/20 00:34:05,GIS,2020/07/23 18:48:46,{0DF22941-2E16-46BE-9E77-A39A2FDEEB45},0,1506.15431227755,1638.83784662827
2850,OS,Open Space,,, , , ,0.77328469,GIS,2018/03/20 00:34:05,GIS,2020/07/23 18:48:49,{9F6D1F00-A1AF-4A4A-AE33-C9302373EB68},0,2021.12384232798,33684.1463764482
2851,SFR,Single-Family Residential,,, , , ,0.4403684,GIS,2018/03/20 00:34:05,GIS,2020/07/23 18:48:44,{F64DE114-8EA7-4AE0-94F0-B30ED55BC16D},198.5,3527.63885487311,19182.3708120668
2852,SFR,Single-Family Residential,,, , , ,0.05621719,GIS,2018/03/20 00:34:05,GIS,2020/07/23 18:48:49,{D0B4D326-67B8-4C7F-8FED-AE2961A5EEA6},3226.7,369.109644893226,2448.81116632409
2853,MU,Mixed-Use,,, , , ,0.00113086,GIS,2018/03/20 00:34:05,GIS,2020/07/23 18:48:49,{05E8F77D-D63E-4B46-9D0A-2A24198B2AA4},0,67.9941629824191,49.2600030005082
2854,LDR,Low-Density Residential,,,0-8, , ,0.00924885,GIS,2018/03/20 00:34:05,GIS,2020/07/23 18:48:51,{06C5C1F0-408B-4A16-8804-1733A023D485},1170.7,343.130873391775,402.878179385731
2855,LDR,Low-Density Residential,,,0-8, , ,0.01697115,GIS,2018/03/20 00:34:05,GIS,2020/07/23 18:48:44,{24998B2C-DBE2-46E7-B246-1CEA2E3B65F5},1170.7,166.067245003216,739.260373795398
2856,LDR,Low-Density Residential,,,0-8, , ,0.01061812,GIS,2018/03/20 00:34:05,GIS,2020/07/23 18:48:44,{C9E39D8F-CB4A-41F3-8481-88EC63CE8791},1170.7,253.762676966996,462.523534588323
2857,I,Industrial,,, , , ,0.0257128,GIS,2018/03/20 00:34:05,GIS,2020/07/23 18:48:49,{B41C8F3E-EB03-4736-95D9-1F36EF67A98F},0,136.406161883063,1120.04501760249
2858,LDR,Low-Density Residential,,,0-8, , ,0.00529337,GIS,2018/03/20 00:34:05,GIS,2020/07/23 18:48:49,{BE8A8BD2-EA91-4CC8-9D31-6C23AB768FFB},2540.8,81.2228022238089,230.578257043375
2859,MU,Mixed-Use,,, , , ,0.00538357,GIS,2018/03/20 00:34:05,GIS,2020/07/23 18:48:44,{DD0239A3-5698-40AA-9CEA-EC8E3B194954},0,125.963241329774,234.507273855097
2860,MDR,Medium-Density Residential,,,0-16, , ,5.38284572,GIS,2018/03/20 00:34:05,GIS,2020/07/23 18:48:44,{FDA5C805-CCB5-4B8D-BDEF-AC3E54AD0FE2},86.2,4098.54380208674,234475.821862441
2861,MDR,Medium-Density Residential,,,0-16, , ,0.00930445,GIS,2018/03/20 00:34:05,GIS,2020/07/23 18:48:46,{12D2556A-00EA-458C-B922-8FC13EC78257},1513.3,540.245147639203,405.300248213854
2862,OS,Open Space,,, , , ,0.03115968,GIS,2018/03/20 00:34:05,GIS,2020/07/23 18:48:49,{E1C4D40C-BAF4-48F6-954B-F3BADC2AF00E},0,219.504904712729,1357.31001501143
2863,HDR,High-Density Residential,,, , ,LDC,7.77071899,GIS,2018/03/20 00:34:05,GIS,2020/07/23 18:48:49,{8FC7394D-7522-42DE-90E9-9E73D013C825},0,2986.10983938605,338491.165030935
2864,HDR,High-Density Residential,,, , , ,16.68750145,GIS,2018/03/20 00:34:05,GIS,2020/07/23 18:48:44,{FB4F14A5-0D54-4C6A-AECF-F4DF913AE015},0,5491.358950837,726904.65571828
2865,LDR,Low-Density Residential,,,0-8, , ,10.76452969,GIS,2018/03/20 00:34:05,GIS,2020/07/23 18:48:47,{BBD61EC5-229B-4EDF-8529-EAFECB7EEF97},3385,5273.56633088124,468901.037698814
2866,MDR,Medium-Density Residential,,, , , ,21.88705124,GIS,2018/03/20 00:34:05,GIS,2020/07/23 18:48:49,{F6D26574-5814-4D89-A67D-85B06AF72BB7},0,5109.84503691727,953396.138226247
2867,SFR,Single-Family Residential,,, , , ,11930.45303004,GIS,2018/03/20 00:34:05,GIS,2020/07/23 18:48:44,{27052A1C-C915-4353-BB39-399DFE0A649E},24615.8,310077.627865261,519688455.228659
2868,O-I,Office/Institutional,,, , ,HDC,2.57138991,GIS,2018/03/20 00:34:05,GIS,2020/07/23 18:48:49,{6EF6A527-09D4-413C-BB57-1BB10775F78A},0,1360.44242146231,112009.296653916
2869,O-I,Office/Institutional,,, , ,I,0.96597303,GIS,2018/03/20 00:34:05,GIS,2020/07/23 18:48:44,{7585755B-6DE9-4003-8A8A-0F0A9C20D7FD},0,817.390608334155,42077.616857506
2870,O-I,Office/Institutional,,,0-16, ,MDR,0.79060804,GIS,2018/03/20 00:34:05,GIS,2020/07/23 18:48:44,{9072B534-2435-4FCF-BA93-C787DCF678D8},1468.6,748.781323921009,34438.7485449226
2871,HDR,High-Density Residential,,, , ,I,5.28689493,GIS,2018/03/20 00:34:05,GIS,2020/07/23 18:48:46,{D50AB7B1-5DC6-41E8-849D-323791100950},0,2660.0807243345,230296.222165109
2872,I,Industrial,,, , , ,5.19940716,GIS,2018/03/20 00:34:05,GIS,2020/07/23 18:48:44,{27C65DBA-C32B-4D54-8C93-BBCA66891637},0,2164.76484411268,226485.270136357
2873,MU,Mixed-Use,,, , , ,2.10341623,GIS,2018/03/20 00:34:05,GIS,2020/07/23 18:48:46,{E2A5F60B-53F4-4D38-BED9-F759BA0646DE},0,1481.67799964724,91624.4444886365
2874,MU,Mixed-Use,,, , , ,3.19353012,GIS,2018/03/20 00:34:05,GIS,2020/07/23 18:48:49,{0C3448B6-B1BF-40ED-8FA3-8B3616231EDB},0,2311.37294657865,139109.615693474
2875,LDC,Low-Density Commercial,,, , , ,3.53621209,GIS,2018/03/20 00:34:05,GIS,2020/07/23 18:48:49,{A2F9045A-481D-4807-AA98-709D10C8528A},0,1852.6106125592,154036.782517547
2876,MDR,Medium-Density Residential,,, , , ,4.03882606,GIS,2018/03/20 00:34:05,GIS,2020/07/23 18:48:44,{8B25E997-18B4-4120-8F9B-BB0792C39604},0,1683.5560965307,175930.559663805
2877,I,Industrial,2017/01/05 19:24:16,GIS, , ,HDR,4.58893725,GIS,2018/03/20 00:34:05,GIS,2020/07/23 18:48:49,{0F106366-CB6A-4922-BC87-B90785D1FDBA},0,1892.82424419311,199893.306843577
2878,MU,Mixed-Use,,,, , ,4.52589635,GIS,2018/03/20 00:34:05,GIS,2020/07/23 18:48:49,{0C489910-6E47-4CB1-8F93-DC6F1F1352CF},207.4,2750.47000864021,197147.256413306
2879,I,Industrial,,, , , ,11.11303323,GIS,2018/03/20 00:34:05,GIS,2020/07/23 18:48:49,{82EAD27F-3163-4ED3-9C5E-6896CBBF9AB6},0,3125.72183054786,484081.79121594
2880,I,Industrial,,, , , ,6.23108636,GIS,2018/03/20 00:34:05,GIS,2020/07/23 18:48:46,{BC860FC7-DCEF-4265-BC08-A6C52D68D4AD},0,2738.64574855796,271425.03632825
2881,O-I,Office/Institutional,,, , , ,3.26659671,GIS,2018/03/20 00:34:05,GIS,2020/07/23 18:48:49,{75C86DD0-9010-4C88-9FD1-B95CEF73B35D},0,2065.0297578445,142292.383390283
2882,OS,Open Space,,, , , ,0.40858755,GIS,2018/03/20 00:34:05,GIS,2020/07/23 18:48:44,{90DA58C0-0B08-4F73-BE30-5AF47C4B1F42},0,556.12550518866,17798.0025132113
2883,LDR,Low-Density Residential,,, , ,LDR,0.42585539,GIS,2018/03/20 00:34:05,GIS,2020/07/23 18:48:44,{871B09DC-825E-4737-85F5-CBE74698FF66},30.2,557.647415589996,18550.1864359508
2884,LDC,Low-Density Commercial,,, , , ,7.55752365,GIS,2018/03/20 00:34:05,GIS,2020/07/23 18:48:47,{14C91D35-A155-42CD-9399-1BACDBCDA6D6},0,3104.53096898066,329204.413428989
2885,LDC,Low-Density Commercial,,, , , ,10.95441996,GIS,2018/03/20 00:34:05,GIS,2020/07/23 18:48:49,{0862B209-53F7-433E-9CA5-A9821EB1FEEA},0,2873.64318125509,477172.624791945
2886,LDC,Low-Density Commercial,,, , , ,3.72028447,GIS,2018/03/20 00:34:05,GIS,2020/07/23 18:48:49,{C7A2375F-0F93-409A-A3E0-846B239D2F7F},0,2381.42780225691,162054.943221743
2887,LDC,Low-Density Commercial,,, , , ,0.6850721,GIS,2018/03/20 00:34:05,GIS,2020/07/23 18:48:44,{A49A8081-4821-4C5A-8129-202939801AE6},0,709.5315254998,29841.6211364609
2888,OS,Open Space,,, , , ,22.96327934,GIS,2018/03/20 00:34:05,GIS,2020/07/23 18:48:49,{D4F5E291-CD6C-4D39-B52C-22B6BD7B4D76},0,4449.42544183198,1000276.44677394
2889,HDC,High-Density Commercial,,, , , ,3.99651826,GIS,2018/03/20 00:34:05,GIS,2020/07/23 18:48:51,{3EAF847F-144F-4F3B-ACC5-291BA55B68B2},0,1665.25845820598,174087.639006425
2890,LDMU,Low-Density Mixed-Use,,,, ,MDR,10.20770043,GIS,2018/03/20 00:34:05,GIS,2020/07/23 18:48:46,{89A39215-9659-41C4-BF61-562D5991E32A},212.8,4507.03017505834,444645.652140701
2891,OS,Open Space,,,,,,1.95558186,GIS,2018/03/20 00:34:05,GIS,2020/07/23 18:48:44,{46D40B74-6E56-4984-83DA-AB7C17D2BAD3},,1599.10790367405,85184.8048856788
2892,OS,Open Space,,, , , ,8.97557315,GIS,2018/03/20 00:34:05,GIS,2020/07/23 18:48:44,{4FA543D0-E430-4D82-8451-0F531BB262FB},0,5228.36965190978,390974.402409017
2893,SFR,Single-Family Residential,,,, , ,7.50108663,GIS,2018/03/20 00:34:05,GIS,2020/07/23 18:48:49,{248AFCCF-B495-4951-944A-0E2D57AF14E3},2074.1,3301.3992487334,326746.026446629
2894,OS,Open Space,,, , , ,105.7961709,GIS,2018/03/20 00:34:05,GIS,2020/07/23 18:48:49,{D942B73B-5759-46AD-86D8-99844F32AF69},3226.7,8612.95925802847,4608462.77052425
2895,MDR,Medium-Density Residential,,,0-16, ,MDR,7.72751561,GIS,2018/03/20 00:34:05,GIS,2020/07/23 18:48:49,{E34E72AE-55F1-4549-93DD-053CA342B1FE},347.2,2372.01580717433,336609.233338196
2896,OS,Open Space,,, , , ,7.83536107,GIS,2018/03/20 00:34:05,GIS,2020/07/23 18:48:44,{44202B6A-DC69-4489-B533-CC3A2E1A8DB7},0,2688.43756334697,341306.962853103
2897,OS,Open Space,,, , , ,9.56640409,GIS,2018/03/20 00:34:05,GIS,2020/07/23 18:48:46,{DA50E18E-8887-4B4D-B6A1-C895FA256534},8930.5,2612.70986628999,416710.895143348
2898,SFR,Single-Family Residential,,, , , ,649.7825538,GIS,2018/03/20 00:34:05,GIS,2020/07/23 18:48:49,{F93677DE-B127-4325-9F44-FE0499A314F4},6494,55884.6129559304,28304414.8253405
2899,LDC,Low-Density Commercial,,, , , ,0.44142064,GIS,2018/03/20 00:34:05,GIS,2020/07/23 18:48:49,{783D899D-8438-4A83-952D-14EA4EA939C2},0,652.149708619265,19228.2060730721
2900,CF,Community Facilities,,,0-8, , ,21.82579153,GIS,2018/03/20 00:34:05,GIS,2020/07/23 18:48:51,{ACA1935D-BFC4-4DFC-B574-4054A8B40F47},2019.8,3977.90918981994,950727.67606152
2901,CF,Community Facilities,,, , , ,3.09397262,GIS,2018/03/20 00:34:05,GIS,2020/07/23 18:48:44,{7C85D7E6-AD72-4F41-9E86-AD5C4B7C5093},8930.5,1523.54467500438,134772.908092578
2902,CF,Community Facilities,,, , , ,2.34208861,GIS,2018/03/20 00:34:05,GIS,2020/07/23 18:48:44,{768AF8DA-AD1F-471E-A1DB-B1CE11C96A34},143.9,1280.08092951042,102020.971737101
2903,CF,Community Facilities,,, , , ,9.96907591,GIS,2018/03/20 00:34:05,GIS,2020/07/23 18:48:46,{EC49EA95-FB74-4615-BEE4-F8587AED0807},2121.1,2707.20225142351,434251.209543816
2904,CF,Community Facilities,,, , , ,6.51112861,GIS,2018/03/20 00:34:05,GIS,2020/07/23 18:48:51,{7363C20B-EFAD-451F-B850-57A89CB23A6E},6494,2681.53438401576,283623.627865143
2905,CF,Community Facilities,,, , , ,7.51687547,GIS,2018/03/20 00:34:05,GIS,2020/07/23 18:48:44,{E8D91197-2343-408B-B663-458CAC961CEA},4584.6,2959.62878277619,327433.785818289
2906,CF,Community Facilities,,,0-8, , ,9.30698561,GIS,2018/03/20 00:34:05,GIS,2020/07/23 18:48:49,{9A28713A-F3CB-41FC-ADC8-DB5C80E33BDD},7467.8,2868.44462088178,405410.67173787
2907,OS,Open Space,,,9-16, , ,6.5070166,GIS,2018/03/20 00:34:05,GIS,2020/07/23 18:48:44,{E5B58872-4463-4668-9864-F784F832BFED},3739,2311.82536569385,283444.509329788
2908,OS,Open Space,,, , , ,6.88841644,GIS,2018/03/20 00:34:05,GIS,2020/07/23 18:48:49,{26D3A2FF-9046-4FFB-9915-1F29E5CBB936},0,2853.87349574252,300058.220084051
2909,OS,Open Space,,,0-8, , ,1.53714852,GIS,2018/03/20 00:34:05,GIS,2020/07/23 18:48:49,{677731BA-F4E4-40F5-942B-FA7F95E9FF75},3135,1108.79384616229,66957.9218389632
2910,OS,Open Space,,,, , ,0.33636721,GIS,2018/03/20 00:34:05,GIS,2020/07/23 18:48:49,{C9A40EB3-E96E-45EF-AFB7-0B39804192A9},3739,484.886357169495,14652.0970959248
2911,OS,Open Space,,,,,,0.31086538,GIS,2018/03/20 00:34:05,GIS,2020/07/23 18:48:47,{F6FA3ABF-98FA-4AD4-9625-6F77E1CBA5AA},,836.016107451627,13541.2416892863
2912,OS,Open Space,,,,,,0.06004446,GIS,2018/03/20 00:34:05,GIS,2020/07/23 18:48:49,{1F436998-F2E4-4F82-B190-92D6DDC36CCE},,525.501726476539,2615.52631386048
2913,OS,Open Space,,,,,,0.22155357,GIS,2018/03/20 00:34:05,GIS,2020/07/23 18:48:49,{CCA30A0B-DC1F-475D-83C0-37E28AFB4743},,449.981155688163,9650.83481107645
2914,OS,Open Space,,,,,,0.21392046,GIS,2018/03/20 00:34:05,GIS,2020/07/23 18:48:44,{89C39AB2-1857-4BFA-9F46-83051D7D76DD},,494.09469180888,9318.33793724806
2915,OS,Open Space,,,,,,0.3033127,GIS,2018/03/20 00:34:05,GIS,2020/07/23 18:48:46,{865F6B51-3166-4420-B60C-6DE8249A97A1},,652.428357648331,13212.2482284709
2916,OS,Open Space,,,,,,0.15414008,GIS,2018/03/20 00:34:05,GIS,2020/07/23 18:48:46,{309FDFCA-3077-47FE-87FB-191A864C7C7A},,364.252147731529,6714.3151335533
2917,OS,Open Space,,,,,,0.07583644,GIS,2018/03/20 00:34:05,GIS,2020/07/23 18:48:51,{3195F787-AF10-4DD9-AAC0-A6DCF96339C2},,414.028877782069,3303.42214551136
2918,OS,Open Space,,,,,,0.07089559,GIS,2018/03/20 00:34:05,GIS,2020/07/23 18:48:49,{C25D5077-A634-458D-B0F3-ECDBB60D1A37},,402.367992975072,3088.19939049695
2919,OS,Open Space,,,,,,0.02576096,GIS,2018/03/20 00:34:05,GIS,2020/07/23 18:48:44,{63772F12-8600-480E-9164-4D48A8C8B3EC},,186.040071602166,1122.14301102224
2920,OS,Open Space,,, , , ,0.67527937,GIS,2018/03/20 00:34:05,GIS,2020/07/23 18:48:44,{05828552-7EA5-4EBF-A92D-4E2ED3CEBC13},5783.4,893.285416841093,29415.0516119138
2921,OS,Open Space,,,,,,0.02755383,GIS,2018/03/20 00:34:05,GIS,2020/07/23 18:48:44,{ACA9AB14-BDBB-4D72-9E70-CF0BEFC7E590},,188.988552593216,1200.24023442629
2922,OS,Open Space,,,,,,0.34174635,GIS,2018/03/20 00:34:05,GIS,2020/07/23 18:48:44,{56057855-4839-4FF9-803A-9267CEA70947},,1663.46089812013,14886.4114236612
2923,OS,Open Space,,,,,,0.14050012,GIS,2018/03/20 00:34:05,GIS,2020/07/23 18:48:44,{D10323AA-82F8-41CB-BD46-78099235CE27},,559.272930811495,6120.16071908701
2924,LDC,Low-Density Commercial,,,0-8, ,LDR,1.05859522,GIS,2018/03/20 00:34:05,GIS,2020/07/23 18:48:44,{CF3FD5B1-4256-4614-BC32-0E4CDDA9F6AF},759,863.775437828003,46112.2233058876
2925,O-I,Office/Institutional,,, , , ,363.13704009,GIS,2018/03/20 00:34:05,GIS,2020/07/23 18:48:44,{8B484337-5CB4-4594-9A7F-AA98AEE5AB06},0,20094.3595296773,15818186.1932687
2926,SFR,Single-Family Residential,,, , , ,92.08811471,GIS,2018/03/20 00:34:05,GIS,2020/07/23 18:48:49,{14E5FDBF-C086-491E-97F7-3D9011BBF00E},304.2,18955.6544973478,4011342.23136926
2927,I,Industrial,,, , , ,8.80694307,GIS,2018/03/20 00:34:05,GIS,2020/07/23 18:48:46,{F9F049C2-FE6A-4464-9AF6-A96254DE07B4},0,2858.3906463685,383628.905810053
2928,HDR,High-Density Residential,,,0-16, ,MDR,34.73994141,GIS,2018/03/20 00:34:05,GIS,2020/07/23 18:48:44,{8C2DA1C6-8654-4020-83D6-869D97841C48},1468.6,5850.8858319699,1513265.79474397
2929,I,Industrial,,, , , ,5.50754206,GIS,2018/03/20 00:34:05,GIS,2020/07/23 18:48:44,{B9425331-19D0-4D96-A010-17FED9AF879D},0,2206.37406275881,239907.572680939
2930,MU,Mixed-Use,,, , , ,34.50690988,GIS,2018/03/20 00:34:05,GIS,2020/07/23 18:48:44,{56B16DD2-63E9-450D-8D70-EA7B3910FE42},0,10526.355236598,1503114.98209772
2931,MU,Mixed-Use,,, , , ,0.51367144,GIS,2018/03/20 00:34:05,GIS,2020/07/23 18:48:49,{C088C3C4-80E4-427B-9C47-4662ABFFA63A},0,624.391894344277,22375.4383501349
2932,I,Industrial,,, , , ,0.52754326,GIS,2018/03/20 00:34:05,GIS,2020/07/23 18:48:47,{98922715-345D-477E-A656-A428DE46970F},0,834.165898523108,22979.6923721524
2933,MU,Mixed-Use,,, , , ,42.39768159,GIS,2018/03/20 00:34:05,GIS,2020/07/23 18:48:49,{BD11B552-1B36-4711-ADB3-BB1E90F62E96},0,6254.94911180745,1846835.62276804
2934,I,Industrial,,, , , ,199.70455695,GIS,2018/03/20 00:34:05,GIS,2020/07/23 18:48:44,{1FC99A6A-C49A-4EE6-93BA-838F74466407},0,32079.0675801951,8699095.70418779
2935,HDR,High-Density Residential,,, , , ,27.13589555,GIS,2018/03/20 00:34:05,GIS,2020/07/23 18:48:46,{98AE2A42-47B2-4C44-BF14-5D2895F4DA7A},0,7565.86037655133,1182034.88199353
